date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:37:47	70/70	---M--	200	added ('OK')	image/png	etag:%2246-60d76c8dafc84%22	https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.20)
21:37:47	70/70	---M--	200	added ('OK')	image/png	etag:%2246-60d76c8dae901%22	https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.20)
21:37:48	71/71	---M--	200	added ('OK')	image/png	etag:%2247-60d76c8daf4a6%22	https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.20)
21:37:48	71586/71586	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2016:07:48%20GMT	https://deltasoftwaresolutions.net/careers/video/	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/careers/video/index.html	(from https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=7.9.6)
21:37:49	90/90	---M--	200	added ('OK')	image/png	etag:%225a-60d76c8dacdda%22	https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.20)
21:37:49	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-60d76c8db0c62%22	https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.20)
21:37:50	434/434	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Jan%202024%2016:07:57%20GMT	https://deltasoftwaresolutions.net/careers/t	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/careers/t	(from https://deltasoftwaresolutions.net/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.7.6)
21:37:52	57795/57795	---M--	200	added ('OK')	text/javascript	etag:%22198f19c141a8a438%22	https://apis.google.com/js/plusone.js	C:/Users/User/Desktop/git/delta/apis.google.com/js/plusone.js	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=7.3)
21:37:52	361/361	---M-Z	200	added ('OK')	application/javascript	etag:%2282bfd941d2c9b3b9e0650a27c9d11737%22	https://assets.pinterest.com/js/pinit.js	C:/Users/User/Desktop/git/delta/assets.pinterest.com/js/pinit.js	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=7.3)
21:37:58	71624/71624	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2016:08:00%20GMT	https://deltasoftwaresolutions.net/careers/youtu.be/	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/careers/youtu.be/index.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.prettyPhoto.js?ver=3.9.4)
